student_id,first_name,last_name,age,major,GPA,enrollment_date,graduation_date,advisor,study_mode,stuDent_loCAtion
956,Yuma,Runnicles,18,Computer Science,2.61,2021-09-10,2024-12-14,Yuma Runnicles,Part-time,off campus
223,Benson,Brando,23,Biology,1.76,06/27/2019,2023-01-31,Benson Brando,Hybrid,off campus
451,Howard,Goddard,21,Computer Science,3.24,03/24/2020,2024-04-08,Howard Goddard,Online,on-campus
366,Chloette,Elesander,24,History,2.8,2019-04-20,07/06/2024, Chloette Elesander ,Online,off campus
501,Ernie,Dorkins,24,Biology,0.53,09/18/2023,02/10/2021,Ernie Dorkins,Full-time,off campus
902,Karen,Zelland,22,History,3.75,2024-06-05,2021-08-19,Karen Zelland,Part-time,off campus
43,Maxi,Santen,20,History,1.36,,2025-06-05, Maxi Savten ,Part-time,on-campus
612,Bobby,Fowle,22,Computer Science,1.1,2019-08-01,2023-09-20,Bobby Fowle,Full-time,off campus
200,Alanson,McClosh,23,Computer Science,2.18,2020-09-19,08/03/2025,Alanson McClosh,Full-time,off campus
712,Aldon,Gristwood,23,Computer Science,0.02,2019-01-27,2023-04-18,Aldon Gristwood,Full-time,off campus
656,Donnajean,Houndesome,24,History,1.07,03/21/2020,2023-11-10,Donnajean Houndesome,Full-time,on-campus
523,Gabriello,McErlaine,22,Biology,1.68,2025-03-30,01/12/2021,Gabriello McErlaine,Full-time,off campus
849,Costa,Eusden,18,Computer Science,0.63,2019-06-09,06/05/2025,Costa Eusden,Part-time,
6,Gallard,McGinlay,23,History,3.9,2021-10-11,09/27/2024, Gallard McGinlay ,Full-time,on-campus
711,Corrinne,Kedwell,23,Biology,3.39,2020-04-30,2023-04-15,Corrinne Kedwell,Online,on-campus
172,Irv,Nisco,25,History,invalid,garbled_date,07/31/2025,Itv Nisco,Full-time,OFFCAMPUS
906,Maryann,Landsman,23,Computer Science,1.34,08/06/2019,2025-04-03, Maryann Landsman ,Part-time, On-Campus 
744,Theodosia,Flory,25,Biology,2.69,01/18/2019,07/30/2025, Theodosia Flozy ,Hybrid,off campus
374,Christiano,Palluschek,24,History,2.76,07/28/2021,2023-06-24, Christiano Palluschek ,Full-time,oncampus 
298,Jenine,Tilbrook,25,History,2.24,2021-02-01,2024-08-21,Jenine Tilbrokk,Full-time,off campus
790,Baird,Favel,19,History,0.58,2021-01-07,08/17/2025,Baird Favgl,Part-time,off campus
619,Cobb,Mowling,21,History,good,2019-03-28,03/06/2023, Cobb Mowling ,Full-time,on-campus
599,Calley,Ticic,24,History,1.46,01/18/2019,2023-12-03, Calley Ticic ,Full-time, On-Campus 
677,Andrey,Dayer,18,Biology,invalid,garbled_date,03/09/2021,Andrey Dayer,Full-time, On-Campus 
588,Mitchell,Yurlov,24,Computer Science,3.14,07/15/2019,2025-12-16,Mitchell Yurlov,Part-time,on-campus
782,Murry,Becraft,21,Computer Science,3.05,01/26/2021,06/20/2023,Murry Becraft,Full-time,oncampus 
619,Cobb,Mowling,21,History,good,2019-03-28,03/06/2023,Cobb Mowling,Full-time,on-campus
925,Maximilian,Gossling,24,Biology,2.93,2021-08-16,2025-08-22,Maximilian Gossling,Part-time,off campus
313,Sibeal,Tomadoni,20,Biology,-3.0,12/20/2019,09/28/2024,Sibeal Tomadoni,Full-time,off campus
569,Waiter,Dowry,24,History,0.01,01/04/2021,2025-05-30,Waiter Dowry,Online,
171,Ariel,Knoles,20,History,2.2,03/27/2021,2025-06-18, Ariel Knoles ,Part-time,oncampus 
763,Kellina,De Leek,18,Computer Science,1.74error,2021-12-24,2023-02-28,Kellina De Leek,Full-time,off campus
854,Mill,Terbeek,20,Computer Science,1.43,2020-11-03,2024-07-26,Mill Terbeek,Full-time,off campus
653,Galven,Jellis,25,Biology,0.98,12/23/2020,2023-02-04,,Hybrid,off campus
617,Bertrand,Skough,22,History,2.87,2020-02-16,2025-10-27,,Part-time,
68,Hallie,Winsome,18,Computer Science,1.75,2019-11-19,2023-10-11,Hallie Winsome,Full-time,off campus
630,Nathan,Booler,25,Computer Science,1.08,2021-08-22,04/29/2025,Nathan Booler,Full-time, On-Campus 
681,Jobie,Hatherill,21,History,2.81,2019-01-21,2025-10-18,Jobie Hatherill,Part-time,on-campus
731,Jackie,Stayte,22,Biology,0.53,2019-09-27,05/16/2025,Jackie Stayte,Part-time,oncampus 
856,Kacy,Sconce,22,Computer Science,invalid,garbled_date,2025-06-29,Kacy Sconce,Online,on-campus
198,Clevie,Houdhury,22,Computer Science,0.55,2019-04-09,03/28/2023, Clevie Houdhury ,Full-time,on-campus
153,Milly,Gimbart,22,Biology,3.57,09/12/2021,12/17/2023,Milly Gimbart,Full-time,off campus
239,Gustavus,Fawdry,22,Biology,3.14,07/10/2020,08/15/2024, Gustavus Fawdry ,Full-time,off campus
425,Raul,De Winton,22,History,2.65,2019-06-03,01/11/2024,Raul De Winton,Full-time,on-campus
107,Dacey,Leitche,22,History,0.15,07/28/2020,10/09/2023, Dacey Leitche ,Full-time, On-Campus 
16,Gasper,Strelitzer,20,Computer Science,2.41,2019-02-19,2023-06-05,Gasptr Strelitzer,Part-time,oncampus 
968,Iggie,Anetts,19,Biology,3.1,01/06/2019,2023-06-21, Iggie Anetts ,Full-time,on-campus
141,Magdalene,Foreman,18,Computer Science,good,2021-05-16,2024-10-25,Magdalene Foreman,Full-time,off campus
327,Aldwin,Wines,25,Biology,2.87,2019-07-14,08/20/2024,Aldwin Wines,Online, On-Campus 
881,Hale,Mc-Kerley,21,History,15.0,08/09/2020,09/01/2024, Hale Mc-Kerley ,Full-time,on-campus
877,Tonia,Trainor,19,Computer Science,good,02/22/2021,02/15/2025, Tonia Trainor ,Part-time,off campus
881,Hale,Mc-Kerley,21,History,15.0,08/09/2020,09/01/2024, Hale Mc-Kerley ,Full-time,on-campus
472,Nataniel,Thickins,19,Computer Science,-3.0,2019-12-08,2023-10-16,,Online,off campus
844,Christie,Krzyzowski,24,History,0.67,08/14/2019,08/02/2024,Christie Krzyzowski,Full-time,on-campus
321,Randee,Peidro,18,History,0.98,11/12/2025,06/13/2020, Randee Peidro ,Full-time,on-campus
867,Torey,Matthisson,20,History,0.5error,2020-07-08,2024-12-31,Torey Matthisson,Full-time,on-campus
944,Felicio,Donizeau,23,Computer Science,0.76,08/23/2021,06/05/2023,Felicio Donizeau,Part-time,off campus
64,Gloriane,Eaglen,21,Biology,0.33,2020-04-12,2023-12-18,Gloriane Eaglen,Online,off campus
767,Millie,Chidgey,25,History,invalid,garbled_date,07/06/2024,Millie Chidgey,Full-time,on-campus
224,Waverly,Piscopo,21,Biology,invalid,garbled_date,05/25/2024, Waverly Piscopo ,Full-time,oncampus 
345,Bobby,Tookey,25,Biology,0.34,10/21/2019,11/13/2024,,Hybrid,off campus
192,Katharina,McAlroy,18,Computer Science,invalid,garbled_date,2023-08-24,Katharina McAlroy,Full-time,on-campus
518,Paulina,Henaughan,21,Biology,1.35,2020-02-15,2024-04-20,Paulina Henaughan,Hybrid,on-campus
276,Julius,Monument,19,Computer Science,3.2,10/04/2019,05/28/2023, Julius Monument ,Full-time,on-campus
494,Horton,Hymans,23,Computer Science,0.86,06/26/2021,11/15/2024,,Part-time, On-Campus 
271,Ervin,Gress,21,Computer Science,invalid,garbled_date,11/11/2024, Ervin Gress ,Full-time,off campus
105,Claudie,Safont,20,History,1.67,02/25/2021,07/29/2025,Claudie Safont,Part-time,OFFCAMPUS
137,Raul,Fussey,20,History,3.9,2019-06-27,2023-10-28, Rxul Fussey ,Full-time, On-Campus 
42,Tallie,Bendel,19,Computer Science,3.82,2020-07-07,05/12/2023,Tallie Bendel,Hybrid, On-Campus 
398,Dora,Babbidge,22,Biology,1.4,08/13/2019,2025-10-05,,Part-time,on-campus
797,Linus,Yukhnov,24,History,1.64,2020-05-25,06/14/2024,Linus Yukhnov,Full-time,oncampus 
215,Perrine,Pirt,20,History,1.36,2021-07-22,02/24/2024,Perrine Pirt,Full-time, On-Campus 
52,Isidoro,Vasnev,22,History,-3.0,invalid-date,03/10/2023,Isidoro Vasnev,Full-time,on-campus
801,Madalyn,Mose,18,History,0.53,2020-08-20,01/03/2023,Maoalyn Mose,Full-time,off campus
152,Ethel,Lambertazzi,18,Computer Science,11.73,12/08/2025,07/12/2019,Ethel Lambertazzi,Online, On-Campus 
29,Delia,Snare,19,History,12.08,04/15/2021,2023-01-08, Deqia Snare ,Full-time,
575,Augustina,Jerratsch,21,Computer Science,3.06error,10/24/2020,08/06/2024,Augustina Jerratsch,Full-time,on-campus
87,Zondra,McVicar,20,History,0.81,2020-08-25,2025-02-22,Zondra McVicar,Full-time, On-Campus 
807,Wit,Bollands,20,Biology,invalid,garbled_date,01/03/2025, Wit Bollands ,Full-time,off campus
89,Vere,Woosnam,19,Computer Science,2.8,03/19/2019,2025-02-05, Vere Woosnam ,Full-time, On-Campus 
736,Bartholomew,Finey,25,Biology,1.62,07/24/2025,2020-11-28,Bartholomew Finey,Part-time,off campus
747,Salmon,Skayman,25,Biology,1.46,10/01/2021,2025-04-11,Salmon Skayman,Hybrid,on-campus
479,Winthrop,Joutapaitis,23,Biology,0.58,06/16/2025,11/21/2019,Winthrop Joutapaitis,Full-time,on-campus
363,Audre,Tolerton,21,Biology,0.37,2019-12-29,2025-05-30, Audre Tolerton ,Hybrid,oncampus 
541,Selestina,Embury,20,Computer Science,12.57,2019-09-04,invalid-date,,Part-time,off campus
393,Edyth,Edgeley,22,Biology,3.8,2023-07-15,10/14/2020,Edyth Edgeley,Part-time,oncampus 
287,Lula,Mc Pake,18,History,0.24,2020-01-29,2025-03-10, Lula Mc Pake ,Part-time,on-campus
118,Ezri,Carrier,21,Computer Science,0.73,12/23/2021,06/15/2025,Ezri Carrier,Full-time,on-campus
468,Joshia,Patrone,23,Biology,2.06,02/19/2021,04/06/2024,Joshia Patrone,Part-time,on-campus
576,Crista,Helwig,22,History,2.54,2024-09-19,invalid-date, Crista Helwig ,Full-time,oncampus 
135,Keri,Pernell,19,Computer Science,invalid,05/22/2025,garbled_date,Keri Pernell,Part-time,oncampus 
393,Edyth,Edgeley,22,Biology,3.8,10/14/2020,2023-07-15,Edyth Edgeley,Part-time,oncampus 
490,Shirlene,Hawlgarth,25,History,3.78,2020-12-30,04/07/2023,Shirlene Hawlgarth,Full-time,OFFCAMPUS
130,Dalenna,Kiellor,25,Biology,0.29,11/07/2021,08/20/2023,Dalenna Kiellor,Full-time,off campus
716,Vi,Ead,20,Computer Science,-0.34,2021-03-07,2023-03-01,Vi Ead,Full-time,off campus
419,Gary,Langhor,21,Computer Science,invalid,garbled_date,05/20/2025,Gary Langhor,Full-time,OFFCAMPUS
984,Mohandis,Flitcroft,20,Computer Science,0.1,2019-08-15,2024-07-04,Mohandis Flitcroft,Full-time,off campus
73,Huey,St. John,18,History,10.37,02/23/2019,2023-05-04,Huey St. John,Online,on-campus
311,Vilma,Muneely,24,Biology,1.14,07/03/2019,06/19/2025, Vilma Muneely ,Full-time,on-campus
243,Damaris,Dedenham,23,Biology,1.07,02/05/2020,02/10/2024,Damaris Dedenham,Part-time,oncampus 
977,Norine,Geffcock,19,History,2.99,2019-02-27,10/07/2025,Norine Geffcock,Part-time,off campus
403,Rabi,Elion,21,Computer Science,3.6,2021-01-03,2025-08-01, Rabi Elion ,Online,off campus
280,Jone,Dimanche,20,Computer Science,1.12error,01/31/2019,2025-05-10,Jone Dimanche,Online,off campus
163,Rodi,Nevill,18,Computer Science,0.91,2019-10-23,2023-07-01,Rodi Nevill,Hybrid,off campus
362,Vivyanne,Allcorn,22,Biology,1.55,2021-08-17,invalid-date,Vivyanne Allcorn,Part-time,on-campus
435,Glenden,Santen,23,Biology,0.39,09/03/2021,2025-04-19, Glenden Santen ,Full-time,off campus
753,Drugi,Statton,25,History,2.9,2020-11-14,2025-10-16, Drugi Statton ,Full-time, On-Campus 
298,Jenine,Tilbrook,25,History,2.24,2021-02-01,2024-08-21, Jenine Tilbrokk ,Full-time,off campus
909,Olav,Ewen,23,Computer Science,invalid,garbled_date,2023-10-18, Olav Ewen ,Online,off campus
15,Sybila,McCambridge,19,History,0.51,07/19/2020,2024-02-08,Sybila McCambridge,Hybrid,on-campus
80,Abbott,Woolley,22,Computer Science,15.0,2020-03-06,2023-06-16,Abbott Woolley,Full-time,oncampus 
259,Cyndia,Hastler,21,History,1.79,03/15/2019,05/05/2024, Cyndia Hastler ,Full-time,on-campus
996,Elizabeth,Lobe,23,History,good,2020-02-06,01/15/2025, Elizabeth Lobe ,Full-time, On-Campus 
607,Emile,Skewes,24,History,2.57,05/01/2020,10/31/2025,Emile Skewes,Full-time,on-campus
631,Cilka,Yurkin,23,Biology,15.0,2019-06-02,2023-10-12, Cilka Yurkin ,Hybrid,off campus
937,Jenny,Giacovazzo,21,Biology,0.95,2020-06-02,02/02/2025,Jenny Giacovazzo,Hybrid, On-Campus 
96,Stormi,Fitton,22,Computer Science,3.71,07/21/2020,2024-04-17,Stormi Fitton,Part-time,oncampus 
832,Alvis,Mitchely,24,Computer Science,2.42,07/29/2024,invalid-date,Alvis Mitchely,Part-time,off campus
928,Matty,Calcutt,21,History,1.8,07/30/2019,11/18/2024,Matty Calcutt,Full-time, On-Campus 
299,Dominik,Lumsdon,23,Biology,2.42,2021-05-28,2023-11-01, Dominik Lumsdon ,Part-time,on-campus
120,Cherlyn,Bertrand,18,Computer Science,2.71,12/13/2021,2023-03-10,Cherlyn Bertrand,Part-time, On-Campus 
274,Inge,Kynvin,18,Computer Science,3.52,2023-10-10,,Inge Kynvin,Full-time,OFFCAMPUS
307,Tabor,Mosconi,25,Computer Science,2.53,2021-03-18,01/23/2025, Tabor Mosconi ,Full-time,on-campus
210,Ailbert,Cocks,21,Computer Science,13.58,2021-09-20,06/29/2024,Ailbert Cocks,Full-time,on-campus
166,Kimberli,McVity,20,Biology,11.65,2019-08-07,06/27/2025,Kimberli McVity,Full-time,OFFCAMPUS
615,Cinda,Englishby,19,Biology,good,07/30/2020,, Cinda Englishby ,Full-time,OFFCAMPUS
548,Melisande,Smither,20,History,2.25,2019-08-12,01/19/2023, Meliaande Smither ,Part-time,on-campus
327,Aldwin,Wines,25,Biology,2.87,2019-07-14,08/20/2024,Aldwin Wines,Online, On-Campus 
452,Gabe,Emblow,21,Computer Science,2.02error,07/27/2020,invalid-date,Gabe Emblow,Full-time,off campus
929,Nathanael,Kimmins,19,Computer Science,2.17,2021-06-08,2023-02-01,Nathanael Kimmins,Full-time,on-campus
102,Ole,Pridie,18,History,2.38,2019-01-08,03/18/2025,Ole Pridie,Hybrid,on-campus
388,Windham,Beach,23,Biology,1.92,12/10/2021,07/29/2025,Windham Beach,Full-time,OFFCAMPUS
645,Laughton,Sisnett,20,History,invalid,garbled_date,2025-11-21,Laughton Sisnett,Full-time,OFFCAMPUS
413,Jacquelynn,Wardle,22,Computer Science,2.01,2019-03-24,2024-10-06,Jacquelynn Wardle,Full-time,on-campus
338,Elbert,Charlwood,21,Biology,0.76,01/09/2020,2024-10-16, Elbert Charlwood ,Part-time,on-campus
50,Barney,Woodrow,20,History,11.78,2020-11-18,09/27/2024, Barney Woodrow ,Part-time,
108,Corey,de Almeida,19,Biology,good,2019-05-07,2023-05-31, Corey de Almeida ,Part-time,OFFCAMPUS
235,Mile,Glaister,23,Biology,0.09,,04/06/2024, Mile Glaister ,Part-time,off campus
866,Thadeus,Habbergham,25,Computer Science,15.0,,11/24/2023,Thadeus Habbergham,Part-time,on-campus
471,Edd,McAvinchey,25,Biology,2.45,07/03/2020,,Edd McAvinchey,Online,oncampus 
862,Bettina,Halms,25,History,3.99,07/23/2020,01/29/2023,Bettina Halms,Full-time,off campus
888,Fifine,Dewett,22,Computer Science,1.79,2020-06-17,2023-08-19,Fifine Dewett,Hybrid,off campus
320,Ashly,Sudy,20,Computer Science,3.83,2021-04-06,2023-11-11,Ashly Sudy,Full-time,oncampus 
737,Gil,Girardey,18,Computer Science,2.17,2021-05-12,, Gil Gtrardey ,Part-time, On-Campus 
864,Emmit,Orsman,25,Computer Science,2.11,2019-05-11,2025-04-10,Emmit Orsman,Full-time,
